pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Des Moines Register*,2014/09/21,2014/09/24,546.0,LV,44,38,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Rasmussen Reports,2014/09/17,2014/09/18,750.0,LV,43,43,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
FOX News,2014/09/14,2014/09/16,600.0,LV,41,41,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Quinnipiac,2014/09/10,2014/09/15,1167.0,LV,50,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
CNN/Opinion Research,2014/09/08,2014/09/10,608.0,LV,48,49,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Loras College,2014/09/02,2014/09/05,1200.0,LV,41,45,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
USA Today/Suffolk*,2014/08/23,2014/08/26,500.0,LV,40,40,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1764.0,LV,42,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
PPP (D),2014/08/22,2014/08/24,915.0,LV,42,42,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Rasmussen Reports,2014/08/11,2014/08/12,750.0,LV,43,43,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48,47,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
NBC News/Marist,2014/07/07,2014/07/13,1599.0,RV,43,43,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Quinnipiac,2014/06/12,2014/06/16,1277.0,RV,40,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Loras College,2014/06/04,2014/06/05,600.0,LV,48,42,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Rasmussen Reports,2014/06/04,2014/06/05,750.0,LV,45,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
PPP (D),2014/05/15,2014/05/19,914.0,RV,39,45,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,500.0,LV,40,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Suffolk,2014/04/03,2014/04/08,800.0,LV,30,38,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Rasmussen Reports,2014/03/24,2014/03/25,750.0,LV,37,40,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Quinnipiac,2014/03/05,2014/03/10,1411.0,RV,29,42,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
PPP (D),2014/02/20,2014/02/23,869.0,RV,35,41,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Quinnipiac,2013/12/10,2013/12/15,,RV,38,44,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
Harper (R),2013/11/23,2013/11/24,985.0,LV,36,42,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
PPP (D),2013/07/05,2013/07/07,668.0,RV,33,45,NA,2014,iowa,NA,43.7611755333274,52.1001150747986,4.13870939187395,1
PPP (D)*,2014/11/01,2014/11/03,963.0,LV,46,NA,47,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
FOX News*,2014/10/28,2014/10/30,907.0,LV,43,NA,44,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
YouGov*,2014/10/25,2014/10/31,1137.0,LV,38,NA,37,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
SurveyUSA*,2014/10/22,2014/10/26,623.0,LV,42,NA,44,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
NBC News/Marist*,2014/10/18,2014/10/22,757.0,LV,44,NA,45,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1973.0,LV,42,NA,38,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
Rasmussen Reports,2014/10/20,2014/10/21,960.0,LV,44,NA,49,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
Remington Research Group (R)*,2014/10/09,2014/10/12,1091.0,LV,48,NA,46,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
PPP (D),2014/10/09,2014/10/12,1081.0,LV,43,NA,46,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
FOX News*,2014/10/04,2014/10/07,702.0,LV,44,NA,39,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
CNN/Opinion Research,2014/10/02,2014/10/06,687.0,LV,49,NA,48,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
SurveyUSA*,2014/10/02,2014/10/05,549.0,LV,42,NA,47,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
NBC News/Marist*,2014/09/27,2014/10/01,636.0,LV,38,NA,48,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,2013.0,LV,40,NA,40,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
USA Today/Suffolk*,2014/09/27,2014/09/30,500.0,LV,41,NA,46,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
Rasmussen Reports**,2014/09/16,2014/09/17,750.0,LV,40,NA,45,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
FOX News,2014/09/14,2014/09/16,604.0,LV,42,NA,48,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
PPP (D),2014/09/11,2014/09/14,1328.0,LV,36,NA,46,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
PPP (D),2014/08/14,2014/08/17,903.0,LV,33,NA,43,2014,kansas,NA,0,53.1464769317622,46.8535230682378,1
NBC News/Marist*,2014/10/27,2014/10/30,556.0,LV,50,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
PPP (D)*,2014/10/30,2014/11/01,1503.0,LV,50,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA*,2014/10/25,2014/10/29,597.0,LV,48,43,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1502.0,LV,45,39,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Rasmussen Reports,2014/10/15,2014/10/16,1000.0,LV,52,44,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA*,2014/10/15,2014/10/19,655.0,LV,44,43,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Western Kentucky Univ.*,2014/10/06,2014/10/19,,LV,45,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
FOX News*,2014/10/04,2014/10/07,706.0,LV,45,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA*,2014/09/29,2014/10/02,632.0,LV,44,46,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,1689.0,LV,47,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Reuters/Ipsos,2014/09/08,2014/09/12,944.0,LV,46,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
NBC News/Marist*,2014/09/02,2014/09/04,691.0,LV,47,39,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Rasmussen Reports,2014/09/01,2014/09/02,750.0,LV,46,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CNN/Opinion Research,2014/08/28,2014/09/01,671.0,LV,50,46,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,2130.0,LV,47,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA*,2014/08/25,2014/08/27,569.0,LV,46,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
PPP (D),2014/08/07,2014/08/10,991.0,LV,47,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA,2014/07/18,2014/07/23,604.0,LV,47,45,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,50,46,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Magellan Strategies (R),2014/06/04,2014/06/05,808.0,LV,46,49,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Rasmussen Reports,2014/05/28,2014/05/29,750.0,LV,48,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Wenzel Strategies (R),2014/05/23,2014/05/24,608.0,LV,47,44,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA*,2014/05/14,2014/05/16,1475.0,LV,42,43,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
NBC News/Marist,2014/04/30,2014/05/06,2353.0,RV,46,45,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,500.0,LV,46,45,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
NY Times/Kaiser,2014/04/08,2014/04/15,891.0,RV,44,43,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Wenzel Strategies (R),2014/02/08,2014/02/11,1002.0,LV,43,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Courier-Journal/SurveyUSA,2014/01/30,2014/02/03,1082.0,RV,42,46,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Rasmussen Reports,2014/01/29,2014/01/30,500.0,LV,42,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
PPP (D),2013/12/12,2013/12/15,1509.0,RV,43,42,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Wenzel Strategies (R),2013/07/23,2013/07/24,624.0,LV,48,40,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Wenzel Strategies (R),2013/06/01,2013/06/02,623.0,LV,47,40,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
PPP (D),2013/04/05,2013/04/07,1052.0,RV,45,41,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
PPP (D),2012/12/07,2012/12/09,1266.0,RV,47,40,NA,2014,kentucky,NA,40.7208740636326,56.1881036418389,3.09102229452847,1
Rasmussen Reports,2014/12/02,2014/12/04,1000.0,LV,56,40,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
WPA Research (R),2014/11/24,2014/11/25,500.0,LV,57,33,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
JMC Analytics,2014/11/20,2014/11/20,754.0,LV,55,40,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
IWV/GEB International (R),2014/11/20,2014/11/20,850.0,LV,60,34,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/11/16,2014/11/19,1000.0,LV,56,41,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Vox Populi (R),2014/11/16,2014/11/17,761.0,LV,53,42,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Gravis Marketing,2014/11/12,2014/11/14,643.0,LV,59,38,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2014/10/30,2014/11/01,1003.0,LV,48,47,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
NBC News/Marist,2014/10/27,2014/10/30,630.0,LV,50,45,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
USA Today/Suffolk,2014/10/23,2014/10/26,500.0,LV,48,41,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
University of New Orleans,2014/10/11,2014/10/24,292.0,LV,51,43,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/10/22,2014/10/23,988.0,LV,50,46,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1316.0,LV,46,42,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
WAFB/FOX8/Raycom,2014/10/14,2014/10/19,605.0,RV,43,40,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/10/13,2014/10/14,965.0,LV,52,43,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2187.0,LV,47,41,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2014/09/25,2014/09/28,1141.0,LV,48,45,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
CNN/Opinion Research,2014/09/22,2014/09/25,610.0,LV,50,47,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
FOX News,2014/09/14,2014/09/16,617.0,LV,51,38,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/09/02,2014/09/03,800.0,LV,44,41,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,47,46,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/07/08,2014/07/09,750.0,LV,43,46,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2014/06/26,2014/06/29,664.0,RV,47,47,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Magellan Strategies (R),2014/06/05,2014/06/08,719.0,LV,50,44,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Magellan Strategies (R),2014/04/14,2014/04/15,775.0,LV,44,42,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
CEA/Hickman Analytics (D),2014/02/17,2014/02/24,404.0,LV,46,42,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2014/02/06,2014/02/09,635.0,RV,44,45,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Rasmussen Reports,2014/01/28,2014/01/29,500.0,LV,44,40,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2013/08/16,2013/08/19,721.0,RV,40,50,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Harper (R),2013/08/14,2013/08/15,596.0,LV,47,45,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
Harper (R),2013/04/06,2013/04/07,541.0,LV,41,46,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
PPP (D),2013/02/08,2013/02/12,603.0,RV,40,50,NA,2014,louisiana,NA,44.8753584471769,54.7546919930075,0.36994955981565,1
MPRC (D),2014/10/31,2014/11/02,906.0,LV,57,37,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Bangor Daily News/Ipsos,2014/10/23,2014/10/29,488.0,LV,64,32,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1177.0,LV,54,35,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Pan Atlantic SMS,2014/10/15,2014/10/21,400.0,LV,67,27,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Portland Press Herald,2014/10/15,2014/10/21,667.0,LV,65,30,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Bangor Daily News/Ipsos*,2014/10/06,2014/10/12,540.0,LV,56,31,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Pan Atlantic SMS,2014/09/23,2014/09/29,400.0,LV,68,25,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1531.0,LV,57,33,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Portland Press Herald,2014/09/18,2014/09/25,482.0,LV,59,29,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Rasmussen Reports,2014/09/03,2014/09/04,750.0,LV,59,31,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1202.0,LV,58,26,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,65,29,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Portland Press Herald,2014/06/12,2014/06/18,527.0,LV,72,17,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
Rasmussen Reports,2014/04/23,2014/04/25,830.0,LV,60,24,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
PPP (D),2013/11/08,2013/11/11,964.0,RV,59,20,NA,2014,maine,NA,30.8355321590416,67.0190730571997,2.14539478375873,1
PPP (D),2014/10/30,2014/11/01,887.0,LV,38,52,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Suffolk/Boston Herald,2014/10/27,2014/10/29,500.0,LV,34,49,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Western NE University,2014/10/21,2014/10/30,430.0,LV,34,54,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
WBUR/MassINC,2014/10/22,2014/10/25,494.0,LV,32,57,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
UMass Amherst/WBZ,2014/10/20,2014/10/27,591.0,LV,37,53,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,2218.0,LV,32,54,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
WBUR/MassINC,2014/10/01,2014/10/04,504.0,LV,30,56,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2389.0,LV,31,54,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Suffolk/Boston Herald,2014/09/25,2014/09/28,500.0,LV,30,54,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Western NE University,2014/09/20,2014/09/28,416.0,LV,34,56,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
WBUR/MassINC,2014/09/16,2014/09/21,502.0,LV,30,58,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Rasmussen Reports,2014/09/16,2014/09/17,750.0,LV,31,49,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
Boston Globe,2014/09/14,2014/09/16,407.0,LV,27,53,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,34,61,NA,2014,massachusetts,NA,58.9880413702465,36.215199546001,4.79675908375248,0
FOX 2 Detroit/Mitchell*,2014/11/02,2014/11/02,1224.0,LV,40,52,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
PPP (D)*,2014/11/01,2014/11/02,914.0,LV,38,51,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/10/26,2014/10/28,600.0,LV,35,50,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Detroit News*,2014/10/22,2014/10/24,600.0,LV,33,48,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Rasmussen Reports,2014/10/20,2014/10/22,1000.0,LV,42,51,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
FOX 2 Detroit/Mitchell*,2014/10/27,2014/10/27,1159.0,LV,38,52,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
CBS News/NYT/YouGov,2014/10/16,2014/10/23,2394.0,LV,41,49,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/10/17,2014/10/19,600.0,LV,34,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
FOX 2 Detroit/Mitchell*,2014/10/19,2014/10/19,919.0,LV,38,51,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
FOX 2 Detroit/Mitchell*,2014/10/12,2014/10/12,1340.0,LV,39,50,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
FOX 2 Detroit/Mitchell*,2014/10/09,2014/10/09,1306.0,LV,43,48,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Detroit News*,2014/10/02,2014/10/04,600.0,LV,35,44,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
MRG (R),2014/09/30,2014/10/01,600.0,LV,36,47,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
FOX 2 Detroit/Mitchell*,2014/09/29,2014/09/29,1178.0,LV,36,49,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2560.0,LV,41,46,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA*,2014/09/25,2014/09/29,600.0,LV,33,42,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Target-Insyght/MIRS,2014/09/22,2014/09/24,600.0,LV,38,48,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
WeAskAmerica*,2014/09/18,2014/09/19,1182.0,LV,39,42,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Rasmussen Reports,2014/09/17,2014/09/18,750.0,LV,39,41,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Magellan Strategies (R)*,2014/09/14,2014/09/15,717.0,LV,40,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research*,2014/09/14,2014/09/14,829.0,LV,41,43,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Vanguard/Denno Research (D),2014/09/11,2014/09/13,600.0,LV,38,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
USA Today/Suffolk*,2014/09/06,2014/09/10,500.0,LV,37,46,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
PPP (D),2014/09/04,2014/09/07,687.0,LV,40,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Detroit News,2014/09/03,2014/09/05,600.0,LV,37,47,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
CBS News/NYT/YouGov,2014/08/18,2014/09/02,2897.0,LV,43,42,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research,2014/08/27,2014/08/27,1004.0,LV,44,46,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/08/22,2014/08/25,600.0,LV,39,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Harper (R),2014/08/04,2014/08/05,549.0,LV,44,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research,2014/08/05,2014/08/05,626.0,LV,44,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Rasmussen Reports,2014/07/28,2014/07/29,750.0,LV,39,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
MRG (R),2014/07/26,2014/07/30,600.0,LV,40,47,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48,47,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/07/12,2014/07/15,600.0,LV,36,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research,2014/07/07,2014/07/17,600.0,LV,38,43,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Vanguard/Denno Research (D),2014/07/09,2014/07/11,600.0,LV,37,40,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
NBC News/Marist,2014/07/07,2014/07/10,870.0,RV,37,43,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
PPP (D),2014/06/26,2014/06/29,578.0,RV,36,41,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Magellan Strategies (R),2014/06/05,2014/06/08,753.0,LV,41,50,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research,2014/06/06,2014/06/06,961.0,LV,42,45,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Detroit News,2014/05/20,2014/05/22,600.0,LV,35,40,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/05/17,2014/05/20,600.0,LV,38,44,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,502.0,LV,37,42,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Magellan Strategies (R),2014/04/14,2014/04/15,875.0,LV,41,46,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Mitchell Research,2014/04/09,2014/04/09,1460.0,LV,44,38,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
PPP (D),2014/04/03,2014/04/06,825.0,RV,36,41,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
MRG (R),2014/03/24,2014/03/28,600.0,LV,40,38,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
LE\u0026amp;A/Denno Research (D),2014/03/09,2014/03/10,600.0,LV,37,40,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
EPIC-MRA,2014/02/05,2014/02/11,600.0,LV,41,38,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
Rasmussen Reports,2014/01/14,2014/01/15,500.0,LV,37,35,NA,2014,michigan,NA,54.6143839506485,41.329072504037,4.0565435453145,0
