pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,47.0,51.0,,2014,colorado
PPP (D),2014/07/17,2014/07/20,653.0,RV,43.0,44.0,,2014,colorado
Quinnipiac,2014/07/10,2014/07/14,1147.0,RV,44.0,42.0,,2014,colorado
NBC News/Marist,2014/07/07,2014/07/10,914.0,RV,41.0,48.0,,2014,colorado
Rasmussen Reports,2014/06/25,2014/06/26,750.0,LV,42.0,43.0,,2014,colorado
Magellan Strategies (R),2014/06/05,2014/06/08,747.0,LV,47.0,45.0,,2014,colorado
PPP (D),2014/05/07,2014/05/08,526.0,RV,43.0,47.0,,2014,colorado
Magellan Strategies (R),2014/04/14,2014/04/15,717.0,LV,42.0,45.0,,2014,colorado
Quinnipiac,2014/04/15,2014/04/21,1298.0,RV,44.0,45.0,,2014,colorado
PPP (D),2014/03/13,2014/03/16,568.0,RV,40.0,42.0,,2014,colorado
Rasmussen Reports,2014/03/05,2014/03/06,500.0,LV,41.0,42.0,,2014,colorado
CBS News/NYT/YouGov,2014/10/16,2014/10/23,681.0,LV,59.0,30.0,,2014,nebraska
Rasmussen Reports,2014/05/14,2014/05/15,750.0,LV,51.0,34.0,,2014,nebraska
CBS News/NYT/YouGov,2014/09/20,2014/10/01,721.0,LV,58.0,31.0,,2014,nebraska
CBS News/NYT/YouGov,2014/08/18,2014/09/02,987.0,LV,56.0,30.0,,2014,nebraska
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,58.0,35.0,,2014,nebraska
Rasmussen Reports,2014/04/07,2014/04/08,750.0,LV,52.0,27.0,,2014,nebraska
PPP (D)*,2014/11/01,2014/11/03,963.0,LV,46.0,,47.0,2014,kansas
FOX News*,2014/10/28,2014/10/30,907.0,LV,43.0,,44.0,2014,kansas
YouGov*,2014/10/25,2014/10/31,1137.0,LV,38.0,,37.0,2014,kansas
SurveyUSA*,2014/10/22,2014/10/26,623.0,LV,42.0,,44.0,2014,kansas
NBC News/Marist*,2014/10/18,2014/10/22,757.0,LV,44.0,,45.0,2014,kansas
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1973.0,LV,42.0,,38.0,2014,kansas
Rasmussen Reports,2014/10/20,2014/10/21,960.0,LV,44.0,,49.0,2014,kansas
Remington Research Group (R)*,2014/10/09,2014/10/12,1091.0,LV,48.0,,46.0,2014,kansas
PPP (D),2014/10/09,2014/10/12,1081.0,LV,43.0,,46.0,2014,kansas
FOX News*,2014/10/04,2014/10/07,702.0,LV,44.0,,39.0,2014,kansas
CNN/Opinion Research,2014/10/02,2014/10/06,687.0,LV,49.0,,48.0,2014,kansas
SurveyUSA*,2014/10/02,2014/10/05,549.0,LV,42.0,,47.0,2014,kansas
NBC News/Marist*,2014/09/27,2014/10/01,636.0,LV,38.0,,48.0,2014,kansas
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,2013.0,LV,40.0,,40.0,2014,kansas
USA Today/Suffolk*,2014/09/27,2014/09/30,500.0,LV,41.0,,46.0,2014,kansas
Rasmussen Reports**,2014/09/16,2014/09/17,750.0,LV,40.0,,45.0,2014,kansas
FOX News,2014/09/14,2014/09/16,604.0,LV,42.0,,48.0,2014,kansas
PPP (D),2014/09/11,2014/09/14,1328.0,LV,36.0,,46.0,2014,kansas
PPP (D),2014/08/14,2014/08/17,903.0,LV,33.0,,43.0,2014,kansas
PPP (D)*,2014/11/01,2014/11/02,1052.0,LV,46.0,45.0,,2014,alaska
Rasmussen Reports,2014/10/27,2014/10/30,887.0,LV,47.0,42.0,,2014,alaska
Ivan Moore Research,2014/10/24,2014/10/26,544.0,LV,42.0,48.0,,2014,alaska
CBS News/NYT/YouGov,2014/10/16,2014/10/23,561.0,LV,48.0,44.0,,2014,alaska
FOX News*,2014/10/04,2014/10/07,706.0,LV,44.0,40.0,,2014,alaska
CNN/Opinion Research,2014/10/01,2014/10/06,704.0,LV,50.0,44.0,,2014,alaska
Rasmussen Reports,2014/10/08,2014/10/12,700.0,LV,48.0,45.0,,2014,alaska
CBS News/NYT/YouGov,2014/09/20,2014/10/01,593.0,LV,48.0,42.0,,2014,alaska
Rasmussen Reports,2014/09/23,2014/09/24,750.0,LV,48.0,43.0,,2014,alaska
PPP (D),2014/09/18,2014/09/21,880.0,LV,45.0,42.0,,2014,alaska
CBS News/NYT/YouGov,2014/08/18,2014/09/02,412.0,LV,44.0,38.0,,2014,alaska
Rasmussen Reports,2014/08/20,2014/08/21,750.0,LV,47.0,45.0,,2014,alaska
PPP (D),2014/07/31,2014/08/03,673.0,RV,41.0,45.0,,2014,alaska
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,37.0,49.0,,2014,alaska
PPP (D)**,2014/05/08,2014/05/11,582.0,RV,37.0,42.0,,2014,alaska
Magellan Strategies (R),2014/04/14,2014/04/14,603.0,LV,46.0,41.0,,2014,alaska
Rasmussen Reports,2014/03/19,2014/03/20,750.0,LV,44.0,44.0,,2014,alaska
PPP (D)**,2014/01/30,2014/02/01,850.0,RV,37.0,41.0,,2014,alaska
PPP (D),2013/07/25,2013/07/28,890.0,RV,39.0,46.0,,2014,alaska
PPP (D),2013/02/04,2013/02/05,1129.0,RV,41.0,47.0,,2014,alaska
Rasmussen Reports,2014/12/02,2014/12/04,1000.0,LV,56.0,40.0,,2014,louisiana
WPA Research (R),2014/11/24,2014/11/25,500.0,LV,57.0,33.0,,2014,louisiana
JMC Analytics,2014/11/20,2014/11/20,754.0,LV,55.0,40.0,,2014,louisiana
IWV/GEB International (R),2014/11/20,2014/11/20,850.0,LV,60.0,34.0,,2014,louisiana
Rasmussen Reports,2014/11/16,2014/11/19,1000.0,LV,56.0,41.0,,2014,louisiana
Vox Populi (R),2014/11/16,2014/11/17,761.0,LV,53.0,42.0,,2014,louisiana
Gravis Marketing,2014/11/12,2014/11/14,643.0,LV,59.0,38.0,,2014,louisiana
PPP (D),2014/10/30,2014/11/01,1003.0,LV,48.0,47.0,,2014,louisiana
NBC News/Marist,2014/10/27,2014/10/30,630.0,LV,50.0,45.0,,2014,louisiana
USA Today/Suffolk,2014/10/23,2014/10/26,500.0,LV,48.0,41.0,,2014,louisiana
University of New Orleans,2014/10/11,2014/10/24,292.0,LV,51.0,43.0,,2014,louisiana
Rasmussen Reports,2014/10/22,2014/10/23,988.0,LV,50.0,46.0,,2014,louisiana
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1316.0,LV,46.0,42.0,,2014,louisiana
WAFB/FOX8/Raycom,2014/10/14,2014/10/19,605.0,RV,43.0,40.0,,2014,louisiana
Rasmussen Reports,2014/10/13,2014/10/14,965.0,LV,52.0,43.0,,2014,louisiana
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2187.0,LV,47.0,41.0,,2014,louisiana
PPP (D),2014/09/25,2014/09/28,1141.0,LV,48.0,45.0,,2014,louisiana
CNN/Opinion Research,2014/09/22,2014/09/25,610.0,LV,50.0,47.0,,2014,louisiana
FOX News,2014/09/14,2014/09/16,617.0,LV,51.0,38.0,,2014,louisiana
Rasmussen Reports,2014/09/02,2014/09/03,800.0,LV,44.0,41.0,,2014,louisiana
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,47.0,46.0,,2014,louisiana
Rasmussen Reports,2014/07/08,2014/07/09,750.0,LV,43.0,46.0,,2014,louisiana
PPP (D),2014/06/26,2014/06/29,664.0,RV,47.0,47.0,,2014,louisiana
Magellan Strategies (R),2014/06/05,2014/06/08,719.0,LV,50.0,44.0,,2014,louisiana
Magellan Strategies (R),2014/04/14,2014/04/15,775.0,LV,44.0,42.0,,2014,louisiana
CEA/Hickman Analytics (D),2014/02/17,2014/02/24,404.0,LV,46.0,42.0,,2014,louisiana
PPP (D),2014/02/06,2014/02/09,635.0,RV,44.0,45.0,,2014,louisiana
Rasmussen Reports,2014/01/28,2014/01/29,500.0,LV,44.0,40.0,,2014,louisiana
PPP (D),2013/08/16,2013/08/19,721.0,RV,40.0,50.0,,2014,louisiana
Harper (R),2013/08/14,2013/08/15,596.0,LV,47.0,45.0,,2014,louisiana
Harper (R),2013/04/06,2013/04/07,541.0,LV,41.0,46.0,,2014,louisiana
PPP (D),2013/02/08,2013/02/12,603.0,RV,40.0,50.0,,2014,louisiana
PPP (D)*,2014/10/30,2014/11/01,1092.0,LV,49.0,41.0,,2014,arkansas
Rasmussen Reports,2014/10/27,2014/10/29,967.0,LV,51.0,44.0,,2014,arkansas
The Arkansas Poll,2014/10/21,2014/10/27,568.0,LV,49.0,36.0,,2014,arkansas
NBC News/Marist*,2014/10/19,2014/10/23,621.0,LV,45.0,43.0,,2014,arkansas
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1567.0,LV,47.0,42.0,,2014,arkansas
Talk Business Poll*,2014/10/15,2014/10/16,2075.0,LV,49.0,41.0,,2014,arkansas
Rasmussen Reports,2014/10/13,2014/10/15,940.0,LV,47.0,44.0,,2014,arkansas
FOX News*,2014/10/04,2014/10/07,707.0,LV,46.0,39.0,,2014,arkansas
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1991.0,LV,45.0,41.0,,2014,arkansas
Rasmussen Reports,2014/09/24,2014/09/25,750.0,LV,47.0,40.0,,2014,arkansas
USA Today/Suffolk*,2014/09/20,2014/09/23,500.0,LV,43.0,45.0,,2014,arkansas
PPP (D),2014/09/18,2014/09/21,1453.0,LV,45.0,39.0,,2014,arkansas
NBC News/Marist*,2014/09/02,2014/09/04,639.0,LV,45.0,40.0,,2014,arkansas
CNN/Opinion Research,2014/08/28,2014/09/02,523.0,LV,49.0,47.0,,2014,arkansas
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1572.0,LV,43.0,39.0,,2014,arkansas
Rasmussen Reports,2014/08/25,2014/08/26,750.0,LV,43.0,44.0,,2014,arkansas
PPP (D),2014/08/01,2014/08/03,1066.0,RV,43.0,41.0,,2014,arkansas
Talk Business Poll*,2014/07/22,2014/07/25,1780.0,LV,44.0,42.0,,2014,arkansas
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,50.0,46.0,,2014,arkansas
Impact Management Group (R),2014/06/29,2014/06/29,1290.0,RV,47.0,43.0,,2014,arkansas
Magellan Strategies (R),2014/06/04,2014/06/05,755.0,LV,49.0,45.0,,2014,arkansas
Rasmussen Reports,2014/05/27,2014/05/28,750.0,LV,47.0,43.0,,2014,arkansas
PPP (D),2014/04/25,2014/04/27,840.0,RV,42.0,43.0,,2014,arkansas
NBC News/Marist,2014/04/30,2014/05/04,876.0,RV,40.0,51.0,,2014,arkansas
Magellan Strategies (R),2014/04/14,2014/04/15,857.0,LV,46.0,43.0,,2014,arkansas
NY Times/Kaiser,2014/04/08,2014/04/15,857.0,RV,36.0,46.0,,2014,arkansas
Talk Business Poll*,2014/04/03,2014/04/04,1068.0,LV,43.0,46.0,,2014,arkansas
Opinion Research Associates,2014/04/01,2014/04/08,400.0,RV,38.0,48.0,,2014,arkansas
CEA/Hickman Analytics (D),2014/02/17,2014/02/20,400.0,LV,46.0,46.0,,2014,arkansas
Impact Management Group (R),2014/02/10,2014/02/10,1202.0,RV,46.0,42.0,,2014,arkansas
Rasmussen Reports,2014/02/04,2014/02/05,500.0,LV,45.0,40.0,,2014,arkansas
The Arkansas Poll,2013/10/10,2013/10/17,,LV,37.0,36.0,,2014,arkansas
Impact Management Group (R),2013/10/24,2013/10/24,911.0,RV,42.0,41.0,,2014,arkansas
Talk Business Poll,2013/10/08,2013/10/08,603.0,LV,41.0,42.0,,2014,arkansas
WFB/The Polling Company (R),2013/08/06,2013/08/07,600.0,RV,43.0,45.0,,2014,arkansas
Harper (R),2013/08/04,2013/08/05,587.0,LV,43.0,41.0,,2014,arkansas
CBS News/NYT/YouGov,2014/10/16,2014/10/23,461.0,LV,36.0,54.0,,2014,delaware
University of Delaware*,2014/09/10,2014/09/22,769.0,RV,25.0,50.0,,2014,delaware
Rasmussen Reports,2014/09/10,2014/09/12,750.0,LV,34.0,49.0,,2014,delaware
CBS News/NYT/YouGov,2014/09/20,2014/10/01,471.0,LV,35.0,51.0,,2014,delaware
CBS News/NYT/YouGov,2014/08/18,2014/09/02,697.0,LV,35.0,48.0,,2014,delaware
PPP (D)*,2014/11/01,2014/11/03,1265.0,LV,48.0,45.0,,2014,iowa
Quinnipiac,2014/10/28,2014/11/02,778.0,LV,47.0,47.0,,2014,iowa
Des Moines Register,2014/10/28,2014/10/31,701.0,LV,51.0,44.0,,2014,iowa
FOX News,2014/10/28,2014/10/30,911.0,LV,45.0,44.0,,2014,iowa
Rasmussen Reports,2014/10/28,2014/10/30,990.0,LV,48.0,47.0,,2014,iowa
CNN/Opinion Research,2014/10/27,2014/10/30,647.0,LV,49.0,47.0,,2014,iowa
YouGov,2014/10/25,2014/10/31,1112.0,LV,42.0,43.0,,2014,iowa
Reuters/Ipsos,2014/10/23,2014/10/29,1129.0,LV,45.0,45.0,,2014,iowa
Quinnipiac,2014/10/22,2014/10/27,817.0,LV,49.0,45.0,,2014,iowa
Loras College,2014/10/21,2014/10/24,1121.0,LV,44.0,45.0,,2014,iowa
NBC News/Marist,2014/10/18,2014/10/22,772.0,LV,49.0,46.0,,2014,iowa
CBS News/NYT/YouGov,2014/10/16,2014/10/23,2322.0,LV,44.0,44.0,,2014,iowa
Quinnipiac,2014/10/15,2014/10/21,964.0,LV,48.0,46.0,,2014,iowa
USA Today/Suffolk*,2014/10/11,2014/10/14,500.0,LV,47.0,43.0,,2014,iowa
Quinnipiac,2014/10/08,2014/10/13,967.0,LV,47.0,45.0,,2014,iowa
Rasmussen Reports,2014/10/08,2014/10/10,957.0,LV,48.0,45.0,,2014,iowa
Des Moines Register/Bloomberg,2014/10/03,2014/10/08,1000.0,LV,47.0,46.0,,2014,iowa
Loras College,2014/10/01,2014/10/03,600.0,LV,42.0,42.0,,2014,iowa
NBC News/Marist,2014/09/27,2014/10/01,778.0,LV,46.0,44.0,,2014,iowa
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2359.0,LV,43.0,44.0,,2014,iowa
PPP (D),2014/09/25,2014/09/28,1192.0,LV,45.0,43.0,,2014,iowa
Des Moines Register*,2014/09/21,2014/09/24,546.0,LV,44.0,38.0,,2014,iowa
Rasmussen Reports,2014/09/17,2014/09/18,750.0,LV,43.0,43.0,,2014,iowa
FOX News,2014/09/14,2014/09/16,600.0,LV,41.0,41.0,,2014,iowa
Quinnipiac,2014/09/10,2014/09/15,1167.0,LV,50.0,44.0,,2014,iowa
CNN/Opinion Research,2014/09/08,2014/09/10,608.0,LV,48.0,49.0,,2014,iowa
Loras College,2014/09/02,2014/09/05,1200.0,LV,41.0,45.0,,2014,iowa
USA Today/Suffolk*,2014/08/23,2014/08/26,500.0,LV,40.0,40.0,,2014,iowa
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1764.0,LV,42.0,44.0,,2014,iowa
PPP (D),2014/08/22,2014/08/24,915.0,LV,42.0,42.0,,2014,iowa
Rasmussen Reports,2014/08/11,2014/08/12,750.0,LV,43.0,43.0,,2014,iowa
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48.0,47.0,,2014,iowa
NBC News/Marist,2014/07/07,2014/07/13,1599.0,RV,43.0,43.0,,2014,iowa
Quinnipiac,2014/06/12,2014/06/16,1277.0,RV,40.0,44.0,,2014,iowa
Loras College,2014/06/04,2014/06/05,600.0,LV,48.0,42.0,,2014,iowa
Rasmussen Reports,2014/06/04,2014/06/05,750.0,LV,45.0,44.0,,2014,iowa
PPP (D),2014/05/15,2014/05/19,914.0,RV,39.0,45.0,,2014,iowa
CEA/Hickman Analytics (D),2014/04/24,2014/04/30,500.0,LV,40.0,44.0,,2014,iowa
Suffolk,2014/04/03,2014/04/08,800.0,LV,30.0,38.0,,2014,iowa
Rasmussen Reports,2014/03/24,2014/03/25,750.0,LV,37.0,40.0,,2014,iowa
Quinnipiac,2014/03/05,2014/03/10,1411.0,RV,29.0,42.0,,2014,iowa
PPP (D),2014/02/20,2014/02/23,869.0,RV,35.0,41.0,,2014,iowa
Quinnipiac,2013/12/10,2013/12/15,,RV,38.0,44.0,,2014,iowa
Harper (R),2013/11/23,2013/11/24,985.0,LV,36.0,42.0,,2014,iowa
PPP (D),2013/07/05,2013/07/07,668.0,RV,33.0,45.0,,2014,iowa
CBS News/NYT/YouGov,2014/10/16,2014/10/23,575.0,LV,61.0,30.0,,2014,idaho
PPP (D),2014/10/09,2014/10/12,522.0,LV,50.0,32.0,,2014,idaho
Rasmussen Reports,2014/05/28,2014/05/29,750.0,LV,54.0,29.0,,2014,idaho
CBS News/NYT/YouGov,2014/09/20,2014/10/01,594.0,LV,64.0,27.0,,2014,idaho
CBS News/NYT/YouGov,2014/08/18,2014/09/02,844.0,LV,59.0,25.0,,2014,idaho
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,65.0,31.0,,2014,idaho
CBS News/NYT/YouGov,2014/10/16,2014/10/23,497.0,LV,56.0,38.0,,2014,montana
MSU-Billings,2014/10/06,2014/10/11,410.0,LV,47.0,31.0,,2014,montana
Rasmussen Reports,2014/08/18,2014/08/19,750.0,LV,55.0,35.0,,2014,montana
CBS News/NYT/YouGov,2014/09/20,2014/10/01,549.0,LV,55.0,34.0,,2014,montana
CBS News/NYT/YouGov,2014/08/18,2014/09/02,684.0,LV,53.0,35.0,,2014,montana
WSB-TV/Landmark*,2014/11/02,2014/11/02,1500.0,LV,50.0,46.0,,2014,georgia
PPP (D),2014/11/01,2014/11/03,975.0,LV,48.0,48.0,,2014,georgia
SurveyUSA*,2014/10/30,2014/11/02,591.0,LV,47.0,44.0,,2014,georgia
InsiderAdvantage*,2014/10/30,2014/11/02,1463.0,LV,48.0,45.0,,2014,georgia
NBC News/Marist*,2014/10/27,2014/10/30,603.0,LV,48.0,44.0,,2014,georgia
WSB-TV/Landmark*,2014/10/29,2014/10/29,1500.0,LV,47.0,47.0,,2014,georgia
YouGov*,2014/10/25,2014/10/31,1743.0,LV,44.0,42.0,,2014,georgia
Rasmussen Reports,2014/10/25,2014/10/27,977.0,LV,48.0,48.0,,2014,georgia
SurveyUSA*,2014/10/24,2014/10/27,611.0,LV,48.0,45.0,,2014,georgia
Atlanta Journal-Constitution*,2014/10/16,2014/10/23,1170.0,LV,44.0,42.0,,2014,georgia
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1774.0,LV,47.0,44.0,,2014,georgia
InsiderAdvantage*,2014/10/21,2014/10/22,704.0,LV,45.0,47.0,,2014,georgia
WSB-TV/Landmark*,2014/10/20,2014/10/21,1000.0,LV,47.0,47.0,,2014,georgia
CNN/Opinion Research*,2014/10/19,2014/10/22,565.0,LV,44.0,47.0,,2014,georgia
SurveyUSA*,2014/10/17,2014/10/20,606.0,LV,44.0,46.0,,2014,georgia
WRBL/Ledger-Enquirer/PMB*,2014/10/13,2014/10/14,1543.0,LV,45.0,46.0,,2014,georgia
SurveyUSA*,2014/10/10,2014/10/13,563.0,LV,45.0,48.0,,2014,georgia
WSB-TV/Landmark*,2014/10/07,2014/10/09,1000.0,LV,46.0,46.0,,2014,georgia
SurveyUSA*,2014/10/02,2014/10/06,566.0,LV,46.0,45.0,,2014,georgia
PPP (D),2014/10/02,2014/10/05,895.0,LV,48.0,45.0,,2014,georgia
Rasmussen Reports,2014/09/30,2014/10/01,1000.0,LV,46.0,42.0,,2014,georgia
InsiderAdvantage*,2014/09/29,2014/10/01,947.0,LV,47.0,43.0,,2014,georgia
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,1851.0,LV,47.0,43.0,,2014,georgia
SurveyUSA*,2014/09/19,2014/09/22,550.0,LV,46.0,45.0,,2014,georgia
Rasmussen Reports,2014/09/15,2014/09/16,750.0,LV,46.0,41.0,,2014,georgia
InsiderAdvantage*,2014/09/10,2014/09/11,1167.0,LV,50.0,40.0,,2014,georgia
WSB-TV/Landmark*,2014/09/09,2014/09/11,1109.0,LV,43.0,46.0,,2014,georgia
Atlanta Journal-Constitution*,2014/09/08,2014/09/11,884.0,LV,45.0,41.0,,2014,georgia
SurveyUSA*,2014/09/05,2014/09/08,558.0,LV,47.0,44.0,,2014,georgia
CBS News/NYT/YouGov*,2014/08/18,2014/09/02,1900.0,LV,47.0,41.0,,2014,georgia
WRBL/Ledger-Enquirer/PMB*,2014/08/24,2014/08/25,1578.0,LV,43.0,45.0,,2014,georgia
WSB-TV/Landmark*,2014/08/20,2014/08/21,600.0,LV,40.0,47.0,,2014,georgia
SurveyUSA*,2014/08/14,2014/08/17,560.0,LV,50.0,41.0,,2014,georgia
InsiderAdvantage*,2014/08/12,2014/08/13,719.0,LV,47.0,40.0,,2014,georgia
Rasmussen Reports,2014/07/23,2014/07/24,750.0,LV,46.0,40.0,,2014,georgia
WSB-TV/Landmark*,2014/07/25,2014/07/25,750.0,LV,43.0,47.0,,2014,georgia
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,50.0,44.0,,2014,georgia
WSB-TV/Landmark,2014/07/15,2014/07/15,750.0,LV,42.0,48.0,,2014,georgia
SurveyUSA*,2014/06/03,2014/06/05,999.0,LV,43.0,38.0,,2014,georgia
Rasmussen Reports,2014/05/21,2014/05/22,750.0,LV,42.0,45.0,,2014,georgia
Saint Leo University,2014/05/05,2014/05/06,1000.0,LV,41.0,37.0,,2014,georgia
Atlanta Journal-Constitution,2014/05/05,2014/05/08,1012.0,RV,45.0,46.0,,2014,georgia
NBC News/Marist,2014/04/30,2014/05/05,1066.0,RV,45.0,41.0,,2014,georgia
Landmark/Rosetta Stone,2014/04/01,2014/04/01,600.0,RV,38.0,33.0,,2014,georgia
PPP (D),2013/08/02,2013/08/05,520.0,RV,40.0,40.0,,2014,georgia
CBS News/NYT/YouGov,2014/10/16,2014/10/23,3987.0,LV,57.0,35.0,,2014,texas
UT/Texas Tribune*,2014/10/10,2014/10/19,866.0,LV,57.0,31.0,,2014,texas
Rasmussen Reports,2014/10/01,2014/10/02,840.0,LV,50.0,29.0,,2014,texas
Texas Lyceum*,2014/09/11,2014/09/25,666.0,LV,48.0,30.0,,2014,texas
CBS News/NYT/YouGov,2014/09/20,2014/10/01,4177.0,LV,55.0,35.0,,2014,texas
CBS News/NYT/YouGov,2014/08/18,2014/09/02,4189.0,LV,55.0,34.0,,2014,texas
Rasmussen Reports,2014/08/04,2014/08/05,850.0,LV,47.0,29.0,,2014,texas
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,55.0,38.0,,2014,texas
UT/Texas Tribune*,2014/05/30,2014/06/08,1200.0,RV,36.0,25.0,,2014,texas
PPP (D),2014/04/10,2014/04/13,559.0,RV,49.0,32.0,,2014,texas
PPP (D),2014/11/01,2014/11/03,1333.0,LV,46.0,48.0,,2014,north-carolina
Civitas (R),2014/10/29,2014/10/30,600.0,LV,43.0,45.0,,2014,north-carolina
FOX News*,2014/10/28,2014/10/30,909.0,LV,42.0,43.0,,2014,north-carolina
Harper (R),2014/10/28,2014/10/30,511.0,LV,48.0,45.0,,2014,north-carolina
CNN/Opinion Research*,2014/10/27,2014/10/30,559.0,LV,46.0,48.0,,2014,north-carolina
Rasmussen Reports,2014/10/28,2014/10/29,982.0,LV,46.0,47.0,,2014,north-carolina
YouGov*,2014/10/25,2014/10/31,1727.0,LV,41.0,44.0,,2014,north-carolina
Elon University,2014/10/21,2014/10/25,687.0,LV,41.0,45.0,,2014,north-carolina
High Point/SurveyUSA*,2014/10/21,2014/10/25,802.0,LV,44.0,44.0,,2014,north-carolina
NBC News/Marist*,2014/10/19,2014/10/23,756.0,LV,43.0,43.0,,2014,north-carolina
CBS News/NYT/YouGov*,2014/10/16,2014/10/23,1910.0,LV,41.0,44.0,,2014,north-carolina
SurveyUSA*,2014/10/16,2014/10/20,568.0,LV,43.0,46.0,,2014,north-carolina
PPP (D),2014/10/16,2014/10/18,780.0,LV,44.0,47.0,,2014,north-carolina
Civitas (R),2014/10/15,2014/10/18,600.0,RV,44.0,44.0,,2014,north-carolina
SurveyUSA,2014/10/09,2014/10/12,554.0,LV,46.0,45.0,,2014,north-carolina
Rasmussen Reports,2014/10/06,2014/10/07,970.0,LV,46.0,48.0,,2014,north-carolina
High Point*,2014/09/30,2014/10/09,584.0,LV,40.0,40.0,,2014,north-carolina
USA Today/Suffolk*,2014/10/04,2014/10/07,500.0,LV,45.0,47.0,,2014,north-carolina
NBC News/Marist*,2014/09/27,2014/10/01,665.0,LV,40.0,44.0,,2014,north-carolina
CBS News/NYT/YouGov*,2014/09/20,2014/10/01,2002.0,LV,45.0,46.0,,2014,north-carolina
CNN/Opinion Research*,2014/09/22,2014/09/25,595.0,LV,43.0,46.0,,2014,north-carolina
Civitas (R),2014/09/25,2014/09/28,600.0,RV,43.0,50.0,,2014,north-carolina
High Point*,2014/09/13,2014/09/18,410.0,LV,40.0,42.0,,2014,north-carolina
FOX News*,2014/09/14,2014/09/16,605.0,LV,36.0,41.0,,2014,north-carolina
PPP (D),2014/09/11,2014/09/14,1266.0,LV,42.0,46.0,,2014,north-carolina
SurveyUSA/Civitas (R),2014/09/09,2014/09/10,490.0,LV,46.0,47.0,,2014,north-carolina
Rasmussen Reports,2014/09/08,2014/09/10,1000.0,LV,39.0,45.0,,2014,north-carolina
American Insights (R),2014/09/05,2014/09/10,459.0,LV,40.0,50.0,,2014,north-carolina
Elon University,2014/09/05,2014/09/09,629.0,LV,41.0,45.0,,2014,north-carolina
CBS News/NYT/YouGov*,2014/08/18,2014/09/02,2059.0,LV,43.0,42.0,,2014,north-carolina
USA Today/Suffolk*,2014/08/16,2014/08/19,500.0,LV,43.0,45.0,,2014,north-carolina
PPP (D),2014/08/14,2014/08/17,865.0,LV,42.0,43.0,,2014,north-carolina
Rasmussen Reports,2014/08/05,2014/08/06,750.0,LV,45.0,40.0,,2014,north-carolina
Civitas (R),2014/07/28,2014/07/29,600.0,RV,47.0,46.0,,2014,north-carolina
PPP (D),2014/07/17,2014/07/20,1062.0,RV,39.0,42.0,,2014,north-carolina
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,48.0,47.0,,2014,north-carolina
Civitas (R),2014/06/18,2014/06/22,600.0,RV,46.0,48.0,,2014,north-carolina
PPP (D),2014/06/12,2014/06/15,1076.0,RV,38.0,42.0,,2014,north-carolina
Magellan Strategies (R),2014/06/05,2014/06/08,700.0,LV,46.0,47.0,,2014,north-carolina
Civitas (R),2014/05/20,2014/05/22,600.0,RV,48.0,43.0,,2014,north-carolina
PPP (D),2014/05/09,2014/05/11,877.0,RV,41.0,41.0,,2014,north-carolina
Rasmussen Reports,2014/05/07,2014/05/08,750.0,LV,45.0,44.0,,2014,north-carolina
Magellan Strategies (R),2014/04/14,2014/04/15,804.0,LV,43.0,43.0,,2014,north-carolina
NY Times/Kaiser,2014/04/08,2014/04/15,900.0,RV,40.0,42.0,,2014,north-carolina
PPP (D),2014/04/03,2014/04/06,740.0,RV,41.0,43.0,,2014,north-carolina
SurveyUSA,2014/03/27,2014/03/31,1489.0,LV,46.0,45.0,,2014,north-carolina
PPP (D),2014/03/06,2014/03/09,884.0,RV,43.0,45.0,,2014,north-carolina
CEA/Hickman Analytics (D),2014/02/17,2014/02/20,400.0,LV,41.0,45.0,,2014,north-carolina
American Insights (R),2014/02/11,2014/02/15,611.0,RV,35.0,38.0,,2014,north-carolina
PPP (D),2014/02/06,2014/02/09,708.0,RV,42.0,40.0,,2014,north-carolina
Rasmussen Reports,2014/01/22,2014/01/23,500.0,LV,47.0,40.0,,2014,north-carolina
PPP (D),2014/01/09,2014/01/12,1384.0,RV,43.0,42.0,,2014,north-carolina
PPP (D),2013/12/05,2013/12/08,1281.0,RV,42.0,44.0,,2014,north-carolina
