pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
SurveyUSA,2014/10/24,2014/10/27,611,LV,48,45,,2014,georgia
Atlanta Journal-Constitution,2014/10/16,2014/10/23,1170,LV,44,42,,2014,georgia
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1774,LV,47,44,,2014,georgia
InsiderAdvantage,2014/10/21,2014/10/22,704,LV,45,47,,2014,georgia
WSB-TV/Landmark,2014/10/20,2014/10/21,1000,LV,47,47,,2014,georgia
CNN/Opinion Research,2014/10/19,2014/10/22,565,LV,44,47,,2014,georgia
SurveyUSA,2014/10/17,2014/10/20,606,LV,44,46,,2014,georgia
WRBL/Ledger-Enquirer/PMB,2014/10/13,2014/10/14,1543,LV,45,46,,2014,georgia
SurveyUSA,2014/10/10,2014/10/13,563,LV,45,48,,2014,georgia
WSB-TV/Landmark,2014/10/07,2014/10/09,1000,LV,46,46,,2014,georgia
SurveyUSA,2014/10/02,2014/10/06,566,LV,46,45,,2014,georgia
PPP (D),2014/10/02,2014/10/05,895,LV,45,43,,2014,georgia
InsiderAdvantage,2014/09/29,2014/10/01,947,LV,47,43,,2014,georgia
CBS News/NYT/YouGov,2014/09/20,2014/10/01,1851,LV,47,43,,2014,georgia
SurveyUSA,2014/09/19,2014/09/22,550,LV,46,45,,2014,georgia
InsiderAdvantage,2014/09/10,2014/09/11,1167,LV,50,40,,2014,georgia
WSB-TV/Landmark,2014/09/09,2014/09/11,1109,LV,43,46,,2014,georgia
Atlanta Journal-Constitution,2014/09/08,2014/09/11,884,LV,45,41,,2014,georgia
SurveyUSA,2014/09/05,2014/09/08,558,LV,47,44,,2014,georgia
CBS News/NYT/YouGov,2014/08/18,2014/09/02,1900,LV,47,41,,2014,georgia
WRBL/Ledger-Enquirer/PMB,2014/08/24,2014/08/25,1578,LV,43,45,,2014,georgia
WSB-TV/Landmark,2014/08/20,2014/08/21,600,LV,40,47,,2014,georgia
SurveyUSA,2014/08/14,2014/08/17,560,LV,50,41,,2014,georgia
InsiderAdvantage,2014/08/12,2014/08/13,719,LV,47,40,,2014,georgia
WSB-TV/Landmark,2014/07/25,2014/07/25,750,LV,43,47,,2014,georgia
SurveyUSA,2014/06/03,2014/06/05,999,LV,43,38,,2014,georgia
Rasmussen Reports,2014/10/22,2014/10/26,908,LV,45,31,21,2014,south-dakota
SurveyUSA*,2014/10/21,2014/10/26,611,LV,43,32,19,2014,south-dakota
Argus Leader/Mason-Dixon*,2014/10/20,2014/10/23,800,LV,42,33,13,2014,south-dakota
NBC News/Marist*,2014/10/19,2014/10/23,730,LV,43,29,16,2014,south-dakota
CBS News/NYT/YouGov,2014/10/16,2014/10/23,527,LV,38,25,17,2014,south-dakota
Harper (R)*,2014/10/09,2014/10/11,630,LV,37,33,23,2014,south-dakota
SurveyUSA*,2014/10/01,2014/10/05,616,LV,35,28,32,2014,south-dakota
CBS News/NYT/YouGov,2014/09/20,2014/10/01,382,LV,42,27,12,2014,south-dakota
Nielson Brothers*,2014/09/21,2014/09/25,647,LV,39,26,24,2014,south-dakota
SurveyUSA*,2014/09/03,2014/09/07,510,LV,39,28,25,2014,south-dakota
CBS News/NYT/YouGov,2014/08/18,2014/09/02,526,LV,43,29,6,2014,south-dakota
Nielson Brothers*,2014/07/23,2014/07/28,578,LV,43,30,14,2014,south-dakota
Rasmussen Reports,2014/06/04,2014/06/05,750,LV,44,29,18,2014,south-dakota
SurveyUSA*,2014/05/06,2014/05/10,504,LV,44,30,17,2014,south-dakota
CBS News/NYT/YouGov,2014/10/16,2014/10/23,1566,LV,43,28,8,2014,south-carolina
Palmetto Politics Poll/VSS*,2014/10/14,2014/10/19,917,LV,49,29,10,2014,south-carolina
Winthrop*,2014/09/21,2014/09/28,1082,LV,46,28,8,2014,south-carolina
CBS News/NYT/YouGov,2014/09/20,2014/10/01,2663,LV,44,27,8,2014,south-carolina
CBS News/NYT/YouGov,2014/08/18,2014/09/02,833,LV,42,29,8,2014,south-carolina
Palmetto Politics Poll/VSS*,2014/07/16,2014/07/20,650,LV,45,33,10,2014,south-carolina
CBS News/NYT/YouGov,2014/07/05,2014/07/24,,LV,51,38,,2014,south-carolina
Rasmussen Reports,2014/07/09,2014/07/10,750,LV,49,30,,2014,south-carolina
